#slot cellType shared channel neighbor
14 4 12 13
0 2 0 1 6
2 2 0 1 6
4 1 0 1 2
5 1 0 1 3
6 1 0 1 2
7 1 0 1 3
25 2 1 1 0
27 2 1 1 0
32 2 1 1 0
34 2 1 1 0
41 2 1 1 0
43 2 1 1 0
48 2 1 1 0
50 2 1 1 0
57 2 1 1 0
59 2 1 1 0
64 2 1 1 0
66 2 1 1 0
73 2 1 1 0
75 2 1 1 0
81 2 0 1 7
83 2 0 1 7
5 64 3 2
17 2 1 0 0
19 2 1 0 0
20 1 0 0 2
21 1 0 0 3
22 1 0 0 2
23 1 0 0 3
28 1 0 0 3
29 1 0 0 2
30 1 0 0 3
31 1 0 0 2
36 1 0 0 2
37 1 0 0 3
38 1 0 0 2
39 1 0 0 3
44 1 0 0 3
45 1 0 0 2
46 1 0 0 3
47 1 0 0 2
52 1 0 0 2
53 1 0 0 3
54 1 0 0 2
55 1 0 0 3
60 1 0 0 3
61 1 0 0 2
62 1 0 0 3
63 1 0 0 2
68 1 0 0 2
69 1 0 0 3
70 1 0 0 2
71 1 0 0 3
76 1 0 0 3
77 1 0 0 2
78 1 0 0 3
79 1 0 0 2
84 1 0 0 3
85 1 0 0 2
86 1 0 0 3
87 1 0 0 2
100 1 0 0 3
101 1 0 0 2
102 1 0 0 3
103 1 0 0 2
1 2 0 1 6
3 2 0 1 6
4 1 0 1 2
5 1 0 1 3
6 1 0 1 2
7 1 0 1 3
24 2 1 1 0
26 2 1 1 0
33 2 1 1 0
35 2 1 1 0
40 2 1 1 0
42 2 1 1 0
49 2 1 1 0
51 2 1 1 0
56 2 1 1 0
58 2 1 1 0
65 2 1 1 0
67 2 1 1 0
72 2 1 1 0
74 2 1 1 0
80 2 0 1 7
82 2 0 1 7
2 76 1
20 2 1 0 0
22 2 1 0 0
24 1 0 0 1
25 1 0 0 1
26 1 0 0 1
27 1 0 0 1
29 2 1 0 0
31 2 1 0 0
32 1 0 0 1
33 1 0 0 1
34 1 0 0 1
35 1 0 0 1
36 2 1 0 0
38 2 1 0 0
40 1 0 0 1
41 1 0 0 1
42 1 0 0 1
43 1 0 0 1
45 2 1 0 0
47 2 1 0 0
48 1 0 0 1
49 1 0 0 1
50 1 0 0 1
51 1 0 0 1
52 2 1 0 0
54 2 1 0 0
56 1 0 0 1
57 1 0 0 1
58 1 0 0 1
59 1 0 0 1
61 2 1 0 0
63 2 1 0 0
64 1 0 0 1
65 1 0 0 1
66 1 0 0 1
67 1 0 0 1
68 2 1 0 0
70 2 1 0 0
72 1 0 0 1
73 1 0 0 1
74 1 0 0 1
75 1 0 0 1
77 2 1 0 0
79 2 1 0 0
80 1 0 0 1
81 1 0 0 1
82 1 0 0 1
83 1 0 0 1
85 2 1 0 0
87 2 1 0 0
88 1 0 0 1
89 1 0 0 1
90 1 0 0 1
91 1 0 0 1
92 2 0 0 4
94 2 0 0 4
96 1 0 0 1
97 1 0 0 1
98 1 0 0 1
99 1 0 0 1
101 2 0 0 5
103 2 0 0 5
104 1 0 0 1
105 1 0 0 1
106 1 0 0 1
107 1 0 0 1
4 2 1 1 0
6 2 1 1 0
0 1 0 2 1
1 1 0 2 1
2 1 0 2 1
3 1 0 2 1
8 1 0 2 1
9 1 0 2 1
10 1 0 2 1
11 1 0 2 1
3 76 1
21 2 1 0 0
23 2 1 0 0
24 1 0 0 1
25 1 0 0 1
26 1 0 0 1
27 1 0 0 1
28 2 1 0 0
30 2 1 0 0
32 1 0 0 1
33 1 0 0 1
34 1 0 0 1
35 1 0 0 1
37 2 1 0 0
39 2 1 0 0
40 1 0 0 1
41 1 0 0 1
42 1 0 0 1
43 1 0 0 1
44 2 1 0 0
46 2 1 0 0
48 1 0 0 1
49 1 0 0 1
50 1 0 0 1
51 1 0 0 1
53 2 1 0 0
55 2 1 0 0
56 1 0 0 1
57 1 0 0 1
58 1 0 0 1
59 1 0 0 1
60 2 1 0 0
62 2 1 0 0
64 1 0 0 1
65 1 0 0 1
66 1 0 0 1
67 1 0 0 1
69 2 1 0 0
71 2 1 0 0
72 1 0 0 1
73 1 0 0 1
74 1 0 0 1
75 1 0 0 1
76 2 1 0 0
78 2 1 0 0
80 1 0 0 1
81 1 0 0 1
82 1 0 0 1
83 1 0 0 1
84 2 1 0 0
86 2 1 0 0
88 1 0 0 1
89 1 0 0 1
90 1 0 0 1
91 1 0 0 1
93 2 0 0 4
95 2 0 0 4
96 1 0 0 1
97 1 0 0 1
98 1 0 0 1
99 1 0 0 1
100 2 0 0 5
102 2 0 0 5
104 1 0 0 1
105 1 0 0 1
106 1 0 0 1
107 1 0 0 1
5 2 1 1 0
7 2 1 1 0
8 1 0 2 1
9 1 0 2 1
10 1 0 2 1
11 1 0 2 1
12 1 0 2 1
13 1 0 2 1
14 1 0 2 1
15 1 0 2 1
1 56
24 2 1 0 0
25 2 1 0 0
26 2 1 0 0
27 2 1 0 0
32 2 1 0 0
33 2 1 0 0
34 2 1 0 0
35 2 1 0 0
40 2 1 0 0
41 2 1 0 0
42 2 1 0 0
43 2 1 0 0
48 2 1 0 0
49 2 1 0 0
50 2 1 0 0
51 2 1 0 0
56 2 1 0 0
57 2 1 0 0
58 2 1 0 0
59 2 1 0 0
64 2 1 0 0
65 2 1 0 0
66 2 1 0 0
67 2 1 0 0
72 2 1 0 0
73 2 1 0 0
74 2 1 0 0
75 2 1 0 0
80 2 1 0 0
81 2 1 0 0
82 2 1 0 0
83 2 1 0 0
88 2 1 0 0
89 2 1 0 0
90 2 1 0 0
91 2 1 0 0
96 2 1 0 0
97 2 1 0 0
98 2 1 0 0
99 2 1 0 0
104 2 1 0 0
105 2 1 0 0
106 2 1 0 0
107 2 1 0 0
0 2 0 2 2
1 2 0 2 2
2 2 0 2 2
3 2 0 2 2
8 2 1 2 0
9 2 1 2 0
10 2 1 2 0
11 2 1 2 0
12 2 0 2 3
13 2 0 2 3
14 2 0 2 3
15 2 0 2 3
